,0
30774,NEU
28057,NEG
39911,NEU
66752,NEG
47625,NEU
46008,POS
89092,NEG
68185,NEG
15345,NEG
78024,NEG
40006,POS
59941,NEG
79155,NEG
29091,NEU
30680,NEG
38333,NEG
32196,NEU
46843,NEG
49760,NEU
82264,POS
12068,NEG
31608,POS
92294,NEG
66710,NEG
65405,NEG
16893,NEG
48539,NEG
29221,NEG
45534,POS
91881,NEU
63532,NEG
72875,POS
17917,POS
35688,NEG
58544,NEG
23240,NEG
70428,NEG
23515,NEG
85327,POS
53913,NEG
49191,NEG
63085,NEG
81836,NEG
46683,NEG
36335,NEG
38240,POS
62203,NEG
70937,NEG
49508,NEG
25975,NEG
77918,NEU
28499,NEG
35809,NEU
15506,POS
95728,NEU
75515,NEG
62142,NEG
58582,NEU
73860,POS
42614,NEU
66326,NEU
98357,NEU
59983,NEU
91691,NEU
31588,NEG
22797,POS
72596,POS
43667,NEU
34840,NEG
98405,NEG
61651,NEG
66938,NEG
82435,NEG
17331,NEU
71990,NEG
49045,NEG
56604,NEG
41022,NEG
79632,NEG
17610,NEU
52115,NEU
82385,NEG
68279,NEG
67539,NEG
25492,POS
11283,NEG
80808,NEG
15795,NEG
85728,POS
67667,POS
15716,NEU
14617,NEU
75594,POS
67167,NEG
57902,NEU
14334,POS
22885,NEG
94318,NEG
31170,POS
60904,NEG
16402,NEU
71496,POS
56590,NEG
93727,NEG
80239,NEG
43692,NEG
73098,NEU
15293,NEG
28260,NEG
96132,NEU
29478,POS
51057,POS
33194,NEG
93002,NEG
21232,NEG
80685,NEG
87352,NEU
53040,NEG
93476,NEG
37529,NEG
58046,NEG
64650,POS
75168,NEG
94851,NEG
49496,NEG
76807,NEG
63238,NEU
18240,NEU
98104,NEG
80596,POS
53557,NEG
42514,NEG
53436,NEG
59555,NEG
49649,NEG
16389,POS
83261,NEG
37065,NEU
11457,NEU
64308,NEG
55945,NEU
79712,NEU
66741,NEU
92152,POS
83154,NEU
39309,NEG
26503,NEG
77941,NEG
76932,NEU
35828,NEG
55559,NEG
76058,NEG
16945,NEG
24008,POS
71622,NEG
37598,NEG
49919,NEG
56657,NEG
15620,NEU
50894,NEU
24439,POS
63179,NEG
38160,NEU
83594,NEU
90882,NEG
31942,NEU
17182,POS
18151,NEG
90462,NEG
55171,NEG
17661,POS
34681,POS
50950,POS
13621,NEG
58040,NEG
86817,POS
58597,NEG
19067,POS
33459,NEG
12409,POS
47691,NEG
31376,NEG
26368,NEG
67528,NEG
34572,NEG
69026,NEG
72148,POS
92540,NEG
35695,NEG
93128,NEG
68698,NEG
50856,NEG
43083,NEG
35556,NEG
38408,NEG
77779,NEG
64363,NEU
59147,NEU
52890,POS
99342,NEU
84732,NEG
20763,NEG
17711,NEG
20590,NEU
37697,NEU
47567,NEG
14370,NEG
21151,NEG
95232,POS
67144,NEG
77037,NEG
59598,NEG
76554,NEG
25883,POS
41867,NEG
55199,NEG
74983,POS
73297,NEG
59066,NEG
57630,NEG
45748,NEU
34636,NEG
47943,NEG
40941,NEU
98457,NEU
54068,POS
43137,NEG
10663,POS
97187,NEU
21315,NEG
46880,NEU
26828,NEG
23116,NEG
86932,POS
38622,NEU
30632,NEG
69977,NEG
35897,NEG
73277,NEG
25004,POS
58641,NEG
42305,NEG
29255,NEG
57051,NEG
67187,NEG
47893,NEG
99044,NEG
82700,NEU
73604,NEG
26655,NEG
62796,NEG
52740,NEU
45155,NEG
96014,POS
82910,NEU
72688,NEG
12856,POS
50316,NEG
93286,NEG
84736,NEU
96952,NEG
93987,POS
58016,NEU
14343,POS
36236,NEG
19502,NEU
81418,NEG
89848,POS
22694,NEG
45735,NEG
50490,NEG
52431,NEU
31252,NEG
47846,NEG
47066,POS
82529,NEG
29352,NEU
55887,POS
77261,POS
71844,NEU
82441,NEU
24492,POS
28866,NEG
55702,NEU
85239,NEG
45279,NEU
54182,NEG
22381,NEU
22835,NEG
99186,NEG
25171,NEU
77751,NEG
69657,POS
33207,NEG
64317,NEG
23798,POS
29688,NEG
41985,NEG
40448,NEG
36199,NEU
54510,NEG
93594,NEU
25877,NEG
43966,NEU
41554,NEG
10576,NEU
63777,NEG
85718,NEG
50279,NEU
93066,NEG
79824,POS
96542,NEG
25759,NEG
97649,NEU
50369,NEG
94465,NEG
81340,POS
83451,NEG
10959,NEU
98878,NEG
79793,NEU
81087,NEG
70090,NEG
70314,POS
95465,NEG
72518,NEG
90291,NEG
57552,NEG
98616,NEU
79760,NEG
61261,NEU
24695,NEU
17420,NEG
64357,NEG
64091,NEG
93824,NEG
52236,NEG
71383,NEU
18935,NEG
42648,NEU
16770,NEU
37831,NEG
83138,NEU
97291,NEG
94759,NEG
29558,NEG
93933,NEG
76238,NEG
51243,NEG
54655,NEU
89345,NEG
10695,POS
63928,NEG
34887,NEG
49843,NEG
25625,NEG
54626,NEU
48410,NEU
13744,POS
60301,NEG
97538,NEG
38271,NEG
69404,POS
89781,NEG
10460,NEG
77463,POS
45236,NEG
43835,NEU
31912,NEG
42682,NEU
65265,NEU
35538,NEU
78973,POS
50018,POS
39573,POS
88186,NEG
13629,NEG
75199,NEU
49018,NEG
37896,NEG
99387,NEU
26623,NEG
20777,NEG
88611,NEG
40350,NEG
80969,NEG
14116,NEG
49314,NEG
56621,NEG
63714,NEG
80991,POS
67019,NEG
22385,NEU
72013,NEG
17439,NEG
33883,NEG
26365,NEG
32701,NEG
10794,NEG
22986,NEG
66460,NEG
29730,NEG
60855,NEU
38646,NEU
93139,NEG
40422,NEU
39815,NEG
92243,NEG
49913,POS
45465,NEG
94744,NEG
25357,POS
87032,NEG
90174,NEG
33441,POS
56101,NEU
50441,POS
66885,POS
22535,NEU
58754,POS
67537,POS
59858,NEG
48017,NEG
76860,NEG
96276,NEG
22784,NEG
30659,NEU
17283,NEU
46874,NEG
55208,NEG
17595,NEG
88947,POS
16943,NEG
56791,NEG
56704,NEG
30478,NEG
45915,POS
47676,NEG
71470,POS
57463,NEU
75345,NEG
26123,NEG
41983,NEG
33164,NEG
14077,NEU
90522,NEU
39946,POS
54841,NEU
75416,NEG
68904,NEG
85026,NEG
90305,NEG
85276,NEU
20018,NEU
79483,NEU
46003,POS
38911,NEG
21985,NEG
99066,NEG
50430,NEG
25801,NEG
70332,POS
54489,NEU
61933,NEU
50948,NEG
60911,NEU
12906,POS
42875,NEG
69274,NEG
21738,NEU
94521,NEG
64652,NEU
32148,NEG
87399,NEG
92328,NEU
97847,NEG
30444,NEU
31562,NEG
10181,NEG
18355,NEG
17535,NEG
74777,NEU
15836,NEG
94793,NEU
39734,POS
69554,NEU
34821,NEU
52805,NEG
58763,POS
97304,POS
39539,NEG
27293,POS
48975,NEU
40752,NEG
30598,NEG
30846,NEG
35533,NEG
12081,POS
37940,NEG
57782,NEG
79131,POS
40286,NEU
13594,NEG
94478,POS
64840,NEU
82617,NEG
84905,NEG
90802,NEG
38330,NEG
82177,POS
39356,NEG
79406,NEU
49047,NEG
34447,NEG
11810,NEG
55891,NEU
76142,NEG
98527,NEU
99421,POS
63591,NEG
87038,NEG
51085,NEG
19545,NEG
44578,NEG
86246,POS
76433,POS
27900,NEG
23467,NEU
48562,NEU
19165,NEG
43885,POS
32081,NEU
12880,POS
48549,NEU
54215,NEG
34301,NEG
43151,NEU
67798,POS
26239,POS
63608,NEU
66723,NEG
39602,NEG
90351,NEU
54622,NEG
48606,NEG
79313,NEG
95556,NEG
86659,NEG
38036,NEG
78356,NEG
81865,NEG
40724,NEG
30837,NEU
11332,NEG
24868,NEU
62702,NEG
87408,NEG
81457,NEG
15871,POS
47733,NEU
90255,POS
87930,NEG
37773,NEG
48652,NEG
79164,NEU
46954,POS
19494,NEU
57270,NEU
57150,NEG
34099,NEG
11541,NEU
21429,NEG
65596,NEG
57865,NEU
12422,NEG
71616,NEG
98556,NEU
56760,NEU
17998,NEU
33115,NEG
76745,NEG
13474,NEU
65941,NEG
53202,POS
31278,POS
90943,POS
81168,POS
61023,NEG
53665,NEG
52281,NEG
31493,NEG
40399,NEG
47171,NEG
58552,NEG
47033,NEG
35233,POS
20136,NEG
41362,NEG
29758,POS
22731,NEG
62639,POS
79312,NEG
73710,NEG
23621,NEG
47238,NEG
50349,NEG
86920,NEG
87936,NEU
22715,NEG
76555,NEG
52554,NEU
29009,NEG
75075,NEG
30884,NEU
47883,NEG
90436,NEU
35425,NEU
85014,NEG
84875,NEG
24372,NEG
35523,NEU
27964,NEG
85070,POS
35255,POS
19311,NEG
99844,NEG
84816,NEG
40698,NEG
11167,NEG
80302,NEU
55174,NEG
92804,NEU
16201,NEG
93020,NEG
11137,POS
66764,NEG
77710,NEU
26961,NEG
66217,NEU
30760,POS
14997,NEG
54160,NEU
20559,NEG
22105,NEG
42914,NEG
63914,NEG
97860,NEU
82342,POS
49948,NEG
61110,NEG
76444,POS
95882,NEU
70775,NEG
44942,NEG
74782,NEG
64673,NEG
44731,NEG
30863,NEU
24283,NEG
40489,NEG
72705,POS
40187,NEG
67768,NEU
41163,NEG
88357,NEU
79105,NEG
52719,NEG
93600,NEG
39647,POS
47088,NEG
57096,NEG
16759,NEU
65585,POS
66872,POS
91804,NEU
26387,NEG
15537,POS
82685,NEG
70938,NEG
67158,NEG
13723,NEU
88069,POS
34991,NEU
21647,NEG
14848,NEG
25259,NEG
45940,NEU
53195,NEG
68117,POS
63892,NEG
80653,NEG
21331,NEG
20415,NEU
42863,POS
95452,NEU
50178,NEU
33809,POS
55392,NEU
49970,NEG
95357,POS
40309,NEU
25720,NEG
53185,NEG
90396,NEG
40969,NEG
24498,NEG
54918,NEG
31749,POS
37694,NEG
92141,POS
54005,NEG
72855,POS
15673,NEG
26889,NEG
46088,NEG
68320,NEG
94680,NEG
32385,NEG
86453,NEG
64486,POS
27044,NEG
58715,NEG
55709,NEU
34889,NEU
31857,NEG
75212,NEU
23724,POS
54384,NEG
57391,NEG
25024,NEG
23628,POS
61564,POS
22942,NEG
89410,POS
74696,NEG
42879,NEG
82106,NEG
87207,NEU
74099,NEU
82824,POS
87143,NEG
40079,NEG
12324,NEG
40821,NEG
18807,NEG
98334,NEG
89985,NEU
26844,NEG
56180,NEG
65698,POS
85444,POS
92613,NEU
32223,NEG
17533,NEU
13923,NEU
59875,NEG
27510,NEG
96677,NEG
81446,NEG
27391,NEG
37507,NEG
51379,NEG
24829,NEU
41929,NEG
68222,POS
64858,NEU
80432,POS
82919,NEG
63411,NEG
52359,NEU
55583,NEU
39627,NEG
48528,NEG
68677,NEG
86622,NEG
35446,POS
95807,POS
17193,POS
90543,NEG
62554,POS
52978,NEG
31791,NEG
25198,POS
26794,NEU
60566,NEG
97928,NEG
51406,NEU
27150,NEG
85931,POS
41247,NEG
39837,NEG
91621,NEG
62378,NEU
34793,NEU
11362,NEU
31428,POS
10973,NEG
79869,NEG
11438,NEG
70482,POS
86226,NEU
99144,NEU
54985,NEG
16944,NEG
27669,NEG
58670,NEG
35588,POS
49942,NEG
34378,POS
93710,POS
97667,POS
96501,NEG
59400,NEG
38857,NEG
65978,POS
61203,NEG
66501,POS
53428,NEU
76994,NEG
83018,NEG
66833,POS
92661,POS
81851,NEG
80088,NEU
43155,NEU
18604,NEG
71908,NEG
90181,NEG
21069,NEU
62822,NEU
58864,NEG
94980,NEG
85481,NEG
85021,NEU
59032,NEG
43712,NEG
21967,NEG
19430,NEG
24055,NEG
16837,POS
42488,NEG
44317,NEG
25008,NEU
65180,NEG
35558,NEG
40136,POS
30972,NEG
55816,NEG
67777,NEU
31355,NEU
72492,NEG
20570,NEG
94070,NEG
22008,NEG
41414,NEG
74066,NEG
18977,NEG
81349,POS
11929,NEU
55515,NEG
55088,NEG
35033,POS
37604,NEG
38370,NEG
22082,NEG
39167,NEG
64209,NEG
31258,NEG
47425,NEG
67191,NEG
64008,NEG
71831,NEU
42258,NEG
28034,NEU
48228,NEU
82656,POS
67453,NEG
79780,NEU
11495,NEU
18696,NEG
95210,NEG
65340,NEG
99778,NEG
15557,NEU
89662,POS
85053,NEU
97424,NEU
71504,POS
40154,NEU
21829,NEG
48061,NEG
48171,NEG
18519,NEG
28660,NEG
82051,NEU
78506,NEG
62245,NEG
67221,NEU
79057,NEG
60881,NEU
11409,NEG
26491,NEU
69682,NEG
20927,NEU
52292,NEG
24980,NEU
32025,NEU
85615,POS
95559,NEG
56493,NEG
31046,NEG
11156,NEU
30464,NEG
14512,NEG
77860,NEU
88097,NEG
77994,NEG
61409,NEU
16366,NEU
42410,NEU
69456,NEG
17819,NEG
88118,NEG
23652,POS
46817,NEU
63169,NEG
20076,NEG
40453,NEU
57952,NEU
21095,NEG
80516,NEG
46012,POS
98366,NEG
40152,NEG
80156,POS
48805,NEG
39250,NEG
57399,NEG
13689,NEG
34688,NEU
56374,POS
56313,NEG
12170,NEU
74376,NEG
60343,NEG
60215,NEG
99729,NEG
66246,NEU
32734,NEG
98440,NEG
41563,POS
73784,NEG
16988,POS
86306,POS
14162,NEG
92072,POS
16101,POS
13310,NEG
24484,POS
84203,NEG
14767,NEU
43772,POS
26457,NEG
67802,NEU
43322,NEG
73879,NEG
63032,POS
22699,NEU
24162,NEG
64950,NEU
38116,NEG
74054,NEG
52266,NEG
48405,NEU
42833,NEG
31480,NEG
40051,NEG
43269,NEG
42226,NEU
98465,NEG
35353,NEG
74744,NEG
74806,NEG
16097,NEG
42039,NEU
78319,POS
81311,POS
16315,NEU
76049,NEG
34682,NEU
21418,NEG
10583,POS
38269,NEU
78637,NEG
49396,NEG
94810,POS
99815,POS
93004,NEG
83209,NEU
80333,NEG
12743,NEG
44210,NEG
93628,NEG
93582,NEG
12093,NEG
28988,NEG
12404,POS
22940,POS
98372,NEG
25722,POS
13380,NEG
75563,NEG
27701,NEU
66826,POS
54062,NEG
69586,NEG
25306,NEU
96861,NEG
82070,NEU
77142,POS
27260,NEG
59375,NEU
48012,NEG
51949,NEU
73934,NEU
24546,NEU
97762,NEG
11325,NEG
11850,NEG
75499,POS
52678,POS
10642,NEU
25145,NEG
80819,POS
52341,NEG
75289,POS
50828,POS
37925,NEG
17166,NEG
56845,NEG
49493,NEG
99363,POS
63849,NEU
85087,NEG
26257,NEG
97508,NEU
53628,POS
65285,NEG
43009,NEG
96191,NEG
29565,NEG
74592,NEG
56041,NEU
52026,NEG
82725,NEU
19813,NEG
68918,NEG
33445,NEU
98197,POS
62509,NEU
50295,NEG
53338,POS
76615,NEG
14468,NEG
74768,POS
67908,NEG
21422,NEG
62905,NEG
98827,NEG
32524,NEG
78848,NEG
22324,NEU
78309,NEU
37490,POS
48660,NEG
75794,POS
99216,NEG
26022,NEG
24802,NEG
85439,NEU
96256,NEG
98942,NEU
88615,NEG
73053,NEU
83756,NEG
80322,NEG
51884,NEG
46664,NEU
48511,NEU
11455,NEG
52086,POS
86235,NEU
89484,NEG
62644,NEU
60989,NEG
41059,NEG
67258,NEG
55432,NEG
12045,NEG
91340,NEG
92513,POS
64196,NEU
61278,NEG
13720,NEU
71448,NEG
38672,NEU
39483,NEG
48096,NEU
74992,NEG
34571,NEG
11571,NEG
35157,POS
60491,NEG
40988,POS
46950,POS
51487,NEG
30181,NEU
46159,NEG
91365,NEG
61638,NEG
44637,NEU
79023,NEG
24364,NEG
22102,NEG
14171,POS
40990,NEU
78181,NEU
19346,NEG
57462,NEG
56191,NEG
37203,NEG
47242,NEG
82139,NEG
15286,NEG
30638,NEG
55270,POS
73730,NEU
14928,POS
98805,NEG
12434,NEG
35575,POS
17618,NEG
73875,NEU
31845,NEG
96149,NEG
90375,POS
44951,POS
80016,NEG
82002,NEU
21116,NEG
81443,POS
43212,NEU
50593,NEG
87636,NEG
52082,NEG
69277,NEG
48653,NEG
14919,NEG
99915,NEG
49358,NEG
21467,NEU
31668,NEU
82721,NEU
85160,NEG
95333,NEU
35139,NEG
92405,NEG
72954,NEG
51110,NEG
57228,NEG
97281,NEG
12748,NEG
75966,NEG
36701,POS
76283,POS
94287,NEG
44391,NEG
58295,NEU
44782,NEG
66166,NEU
71900,NEG
97704,NEG
35092,NEG
34943,NEG
74793,POS
33566,NEU
71656,NEU
43584,NEG
20550,NEU
93909,POS
52181,NEG
93589,NEG
58294,NEG
83184,NEG
51563,NEU
85044,POS
98517,NEU
45834,NEG
68634,NEU
55636,POS
55512,NEG
54700,NEG
51898,NEU
75507,NEG
25510,POS
95662,NEU
79644,NEG
92522,POS
63146,POS
60741,POS
94258,NEU
98739,NEG
35022,NEG
15556,NEG
62844,NEG
31261,NEU
56638,NEG
67691,NEG
53263,NEG
85090,NEU
94456,NEG
28864,POS
46342,POS
82908,POS
87348,POS
50896,POS
97210,NEG
77403,NEG
15267,NEU
40574,NEG
98246,NEG
88808,POS
77181,NEG
99042,NEG
48438,NEG
86117,POS
77021,NEG
37710,NEG
72045,NEG
39756,NEG
96944,NEU
55268,POS
10592,NEU
24967,NEG
33118,NEU
21098,NEU
36170,NEG
17308,NEU
84652,NEG
26460,NEG
65334,NEG
67982,NEU
29038,NEG
81929,NEG
41706,NEG
31062,NEG
10176,NEG
59609,NEG
97816,NEG
66974,POS
55325,NEG
62392,NEU
74224,NEG
78007,POS
73494,NEG
69417,NEG
17787,NEG
90456,NEG
32325,NEU
50253,NEU
39157,NEU
64899,NEG
29281,NEG
38529,NEU
76567,NEU
81442,NEG
43257,POS
95856,NEG
85228,NEG
63615,POS
48596,NEG
47577,POS
24154,NEG
92812,NEG
19428,NEU
51231,NEG
47129,NEG
11599,NEG
22943,NEG
48645,NEG
59296,NEU
80930,NEG
76406,NEG
87895,NEG
83744,NEG
64722,POS
74440,NEG
16360,NEG
84591,NEU
27379,NEG
43820,NEG
51413,POS
89945,NEU
55498,NEG
71921,POS
37860,NEG
38149,NEG
49114,POS
31111,NEG
23331,NEG
70596,NEG
36646,NEU
32844,NEU
99147,POS
10495,NEG
75715,NEU
26198,NEU
34902,NEG
79598,NEG
79970,NEU
11260,NEU
88691,NEG
26792,NEG
59603,NEG
86997,POS
66340,NEU
95463,NEU
48266,NEG
20156,NEG
17564,NEG
95934,NEG
25543,NEG
81978,POS
30007,NEG
40952,NEU
26180,NEG
89980,NEG
47178,NEG
77212,POS
13566,NEG
70822,NEG
75983,POS
47751,NEU
86876,NEG
51746,NEG
18518,NEG
16745,POS
24288,NEG
44910,NEG
71756,NEG
97102,NEU
31315,NEG
59920,NEG
86132,NEU
59873,NEU
79718,NEG
53657,NEG
68259,POS
20951,POS
80869,NEG
11327,NEG
47806,NEG
30612,NEU
97780,NEG
72937,NEG
45761,NEG
71329,NEU
24726,NEG
37668,NEG
93489,NEG
76897,POS
68459,NEG
40962,NEG
19091,NEG
59793,NEU
60463,POS
41366,NEG
31839,NEU
57181,NEG
11271,NEG
25946,NEG
43900,NEU
53662,NEG
18220,NEG
16922,NEG
68140,POS
61070,NEG
38765,NEG
82925,POS
43631,NEG
49894,NEG
30203,NEG
83902,NEG
11189,NEU
75855,NEU
23299,NEG
39795,NEU
91592,NEG
58056,NEG
84152,NEG
58986,NEU
80951,NEU
59982,NEU
17387,NEG
33619,NEG
47322,POS
78811,NEG
39791,POS
47681,NEG
47014,NEG
40911,NEU
50970,NEG
11766,NEG
33810,NEG
65866,POS
93276,POS
70621,NEG
65558,NEU
49652,POS
62776,NEG
15053,NEG
32644,NEG
58307,NEG
24804,POS
74926,NEG
20680,NEU
98867,NEG
91292,NEG
97112,NEU
11437,NEG
31027,NEG
10846,NEU
56134,NEG
91101,NEG
90463,POS
85837,POS
71573,NEG
33288,POS
89187,NEG
48175,NEG
66159,NEG
10421,NEG
96317,NEG
58389,NEG
34522,NEG
60780,NEG
97484,NEU
52087,NEG
50419,NEG
95547,NEG
92027,NEG
96667,POS
49916,NEG
85874,POS
23648,NEU
84458,POS
41745,NEG
55081,NEG
35442,NEG
87262,NEU
88396,NEU
23476,NEU
22824,NEU
64977,NEG
89377,POS
55563,POS
43978,NEG
82217,NEG
25216,NEG
63699,NEG
36003,NEG
51395,NEG
73521,POS
44535,POS
26995,NEG
59415,NEG
49323,NEU
44289,NEG
84988,NEU
17781,POS
22001,POS
56010,NEG
29316,NEG
23196,NEU
86772,NEG
61026,NEU
62318,NEG
69675,POS
93983,NEG
37000,NEU
51351,NEG
22354,NEG
31185,NEU
76403,NEG
77007,POS
68404,POS
41881,POS
86795,NEU
85114,NEG
92563,NEU
55592,POS
91073,POS
19533,NEU
11197,NEG
49638,NEG
18562,NEG
97317,NEG
64213,NEU
96455,NEG
67634,NEU
18710,NEU
12554,POS
77081,POS
72471,NEG
60779,POS
83174,NEG
42634,NEG
79021,NEG
85039,POS
80705,NEG
93689,POS
60054,NEG
62224,NEG
95720,NEU
58290,NEU
27133,NEG
87779,NEG
27718,NEG
28337,POS
14274,NEG
54495,NEU
93762,NEG
58303,NEG
68739,NEU
56067,POS
90186,POS
82363,NEG
26169,NEG
27700,NEG
91508,NEG
21381,POS
19183,POS
71033,NEU
12468,POS
44239,NEG
88687,POS
46757,POS
25678,NEG
66145,NEG
71319,NEG
64005,NEU
77848,POS
38951,NEG
11530,NEU
35718,NEG
67645,NEG
33383,NEG
88044,POS
39453,NEG
44883,NEU
96120,NEG
92042,NEG
87192,NEG
95960,NEG
50225,NEU
72010,NEG
26488,NEG
42884,NEG
92630,NEG
53327,NEG
16082,NEG
61704,NEU
92483,NEU
72886,POS
61039,NEG
60393,NEG
14289,NEG
88788,NEG
69466,NEG
46601,NEG
48427,NEG
48900,NEG
49239,NEU
94383,NEG
34028,POS
70274,NEG
65093,POS
95254,NEG
62553,NEG
93475,NEG
73149,POS
48315,NEG
53176,NEG
68512,POS
97758,NEU
88321,NEG
54947,POS
28642,NEU
40384,NEG
88394,POS
37125,NEU
17635,NEG
80221,NEU
28428,NEG
82183,NEG
34074,NEU
30333,NEG
78559,NEU
84950,POS
59802,NEG
21112,NEG
29229,NEU
21807,NEG
75998,NEU
16449,NEU
69454,NEG
92044,NEG
25898,NEG
49740,NEG
21614,NEG
24879,NEG
20137,POS
48675,NEU
66191,NEU
58379,NEG
72081,NEG
70729,NEG
17427,NEG
66257,NEG
55959,NEU
25854,NEG
42309,NEU
41413,POS
97694,NEU
10637,NEU
81991,NEG
39983,NEU
76063,NEG
12812,POS
40221,NEG
37799,NEU
48376,NEU
15689,POS
41636,NEG
62862,NEG
81677,NEG
13262,NEU
29954,NEG
17332,POS
78127,NEG
35201,POS
51869,NEG
71525,NEG
69259,NEG
72493,NEU
60356,NEG
68699,POS
50482,NEG
66815,NEG
67447,NEG
40736,NEU
22872,NEU
27957,NEG
49825,NEG
14223,NEG
62842,NEG
69283,NEG
89565,POS
14433,NEU
58398,NEU
77863,NEG
86874,NEG
31309,NEG
83731,NEG
90866,NEU
91953,NEG
98670,NEG
11829,NEU
40614,POS
88903,NEG
29616,NEG
69968,NEG
19073,NEG
24221,NEG
60142,POS
10420,NEU
54025,NEG
29339,NEG
21861,NEG
62826,NEG
59275,NEG
14306,NEG
27802,NEG
43332,NEG
72498,NEG
79232,NEG
86345,NEU
64873,NEU
94554,NEG
70231,NEG
20095,NEU
37572,NEG
14879,NEG
96898,NEU
19675,NEG
15989,NEG
84092,NEU
76896,POS
77901,POS
57645,NEG
88582,NEG
51900,NEG
60315,NEG
90051,NEU
86357,NEG
87687,NEU
20523,NEG
32872,NEU
35710,NEG
70296,NEG
94698,NEU
50647,POS
97778,NEG
29161,NEU
69957,NEG
21206,NEU
12942,NEU
69258,NEU
23394,NEG
42338,NEG
73842,POS
32062,POS
96773,NEG
85550,POS
25908,NEG
59041,NEG
12774,NEG
95898,POS
75809,NEG
52021,NEG
97939,NEU
54493,NEG
67338,NEG
50124,NEG
11090,NEG
13152,POS
19264,NEG
97648,NEG
90586,NEG
25709,POS
48417,NEG
73062,NEG
90788,NEU
39762,NEG
90451,NEG
39412,NEU
95018,NEG
60290,NEU
94146,NEG
29307,NEG
63069,NEG
43202,POS
82230,NEG
59731,POS
18269,NEG
21292,NEG
63015,NEG
44366,NEG
64145,NEU
39469,NEG
58198,POS
17037,NEU
68280,NEU
36348,POS
20123,NEG
53759,NEU
35961,NEU
80143,NEU
98359,NEU
42027,NEU
36883,NEG
33174,NEU
14490,NEG
10859,NEG
78850,POS
94885,NEG
41268,NEG
87694,NEU
87232,NEU
99111,NEG
11312,POS
90223,NEG
73525,NEG
53339,NEG
77031,NEU
70238,NEU
48128,NEG
76330,NEU
76501,NEG
58948,NEG
51116,NEG
51552,NEG
56804,NEG
16387,NEG
50952,POS
78769,NEG
80936,POS
47770,NEG
88493,NEU
23081,NEG
39486,NEG
87754,NEG
75542,POS
67640,NEU
18912,NEG
53774,NEG
40207,NEG
60062,NEG
13250,NEU
71385,NEU
79219,NEG
96393,NEG
83241,NEG
53758,NEG
38419,NEU
65857,NEG
36757,NEU
64609,POS
40053,NEU
90461,NEG
53779,NEU
75310,NEU
44298,NEG
82751,NEG
63268,NEG
54953,NEU
48371,POS
33835,NEU
87535,NEG
73571,NEU
65537,NEG
78081,POS
68597,NEG
20838,NEG
27448,NEG
24172,NEG
91198,NEG
62790,NEG
58871,NEG
46418,NEG
25716,NEG
69946,NEG
50060,NEG
86078,NEG
71283,POS
19926,NEG
18638,NEG
35248,NEG
87495,NEU
56032,POS
92643,POS
17338,NEG
11952,POS
33197,NEG
22201,NEU
25082,NEG
42219,NEG
91291,POS
69848,NEG
80103,NEU
64243,NEG
21895,NEU
34825,NEG
98184,NEG
16564,NEU
63398,NEG
88927,NEG
12101,NEG
86353,POS
21313,NEG
36691,NEG
42570,NEG
84243,NEU
28870,POS
94717,NEU
52580,NEG
18460,NEG
24955,POS
81734,NEG
83931,NEU
26773,NEG
19469,NEG
28264,NEG
70338,POS
46216,NEG
11760,NEU
80904,POS
11900,NEG
94926,NEG
74392,NEG
60401,NEG
58123,POS
45356,NEU
87875,NEU
65794,POS
49818,NEG
61308,NEG
94134,NEG
96037,NEG
52241,NEU
75038,NEG
97108,NEG
44973,NEG
79582,NEU
90249,NEG
33745,NEG
80980,NEG
50684,NEU
95266,POS
67140,NEU
89794,NEG
67022,POS
54194,NEG
38747,NEG
31514,NEG
72043,NEU
30938,NEU
62000,NEU
55365,NEG
66147,NEG
62968,NEG
40197,POS
28907,NEG
10023,POS
57401,NEU
56408,NEG
16436,POS
60961,NEU
95062,NEG
32769,NEU
56367,NEG
48099,NEG
91905,NEG
70052,NEG
37659,NEG
91603,NEU
56694,NEG
49498,NEG
19356,NEG
54787,NEU
29790,NEU
73314,POS
18263,NEG
18650,NEG
28653,NEG
70025,NEG
55736,NEG
77349,POS
15446,NEG
21996,NEG
17198,NEG
84043,NEG
22874,NEG
49705,POS
97456,POS
40075,POS
58412,NEG
34205,POS
99173,NEG
82225,NEG
28251,NEG
20494,NEU
21649,NEG
94903,NEG
55992,NEU
16666,NEG
15598,NEU
78352,NEG
78014,NEG
67690,NEG
65894,NEG
47456,NEG
21673,NEG
68446,POS
96047,NEG
92587,NEG
69508,NEU
16437,NEG
92845,POS
12082,NEG
34946,NEG
41461,NEG
18317,NEU
39620,NEU
76057,NEG
66163,NEG
59524,POS
88930,NEG
25586,NEU
48537,NEG
26131,NEG
47687,NEG
58472,NEG
27706,POS
31416,NEU
86277,POS
37170,NEG
79580,POS
29469,POS
58514,NEG
86215,NEG
65485,NEG
63106,NEG
46624,NEU
19673,NEG
86479,NEG
37524,NEG
17017,NEG
68995,NEG
68311,POS
22953,NEG
71428,NEG
43158,POS
51710,POS
37576,NEU
57106,NEG
71812,NEU
28564,POS
71252,NEG
65820,NEG
60277,POS
73783,POS
91231,NEG
72890,POS
53536,NEG
79681,NEG
12011,POS
39379,NEG
80222,NEU
95469,NEU
25839,POS
95459,NEG
12282,POS
16545,NEG
73728,NEG
44061,POS
44656,NEG
72281,NEG
81381,POS
73082,NEG
12977,NEG
